title,company,location,link
NFT / Blockchain Developer - (Solidity / Golang / TypeScript),Links International,None,https://hk.jobsdb.com/hk/en/job/nft-blockchain-developer-solidity-golang-typescript-100003009301899?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=129&jobId=jobsdb-hk-job-100003009301899
"Java Software Engineer - Equity Derivatives, Vice President","JPMorgan Chase Bank, N.A.",None,https://hk.jobsdb.com/hk/en/job/java-software-engineer-equity-derivatives-vice-president-100003009333198?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=130&jobId=jobsdb-hk-job-100003009333198
"Valuation/ Market Risk Analyst, Capital Markets, 6 months (temp to perm opportunity)",Resource Solutions Consulting Hong Kong Limited,Quarry Bay,https://hk.jobsdb.com/hk/en/job/valuation-market-risk-analyst-capital-markets-6-months-temp-to-perm-opportunity-100003009286524?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=131&jobId=jobsdb-hk-job-100003009286524
Market Risk Professional,China Construction Bank (Asia) Corporation Limited,None,https://hk.jobsdb.com/hk/en/job/market-risk-professional-100003009290725?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=132&jobId=jobsdb-hk-job-100003009290725
"Core Java Systematic Algo Developer, Associate","JPMorgan Chase Bank, N.A.",None,https://hk.jobsdb.com/hk/en/job/core-java-systematic-algo-developer-associate-100003009292330?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=133&jobId=jobsdb-hk-job-100003009292330
Trading Support Analyst (Tech-trading),Up Recruitment Limited,Wan Chai,https://hk.jobsdb.com/hk/en/job/trading-support-analyst-tech-trading-100003009282180?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=134&jobId=jobsdb-hk-job-100003009282180
Portfolio Manager - Equity Derivatives,Links International,None,https://hk.jobsdb.com/hk/en/job/portfolio-manager-equity-derivatives-100003009288106?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=135&jobId=jobsdb-hk-job-100003009288106
CIB - CCEM - Automated Trading Strategist - Associate,"JPMorgan Chase Bank, N.A.",None,https://hk.jobsdb.com/hk/en/job/cib-ccem-automated-trading-strategist-associate-100003009290085?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=136&jobId=jobsdb-hk-job-100003009290085
"Core Java Systematic Algo Developer, VP","JPMorgan Chase Bank, N.A.",None,https://hk.jobsdb.com/hk/en/job/core-java-systematic-algo-developer-vp-100003009292334?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=137&jobId=jobsdb-hk-job-100003009292334
Web front-end developer/ Web back-end developer,Be Myjob Company Limited,Central & Western Area,https://hk.jobsdb.com/hk/en/job/web-front-end-developer-web-back-end-developer-100003009366266?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=138&jobId=jobsdb-hk-job-100003009366266
Senior / Research Manager (Online Communities),IPSOS Asia Limited,Hung Hom,https://hk.jobsdb.com/hk/en/job/senior-research-manager-online-communities-100003009342355?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=139&jobId=jobsdb-hk-job-100003009342355
Internship Program (2 weeks to 8 weeks),智睿金融有限公司,Hung Hom,https://hk.jobsdb.com/hk/en/job/internship-program-2-weeks-to-8-weeks-100003009368442?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=140&jobId=jobsdb-hk-job-100003009368442
Quantitative Developer - Java/Equities/Investment Bank,Michael Page,None,https://hk.jobsdb.com/hk/en/job/quantitative-developer-java-equities-investment-bank-100003009353153?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=141&jobId=jobsdb-hk-job-100003009353153
Web front end developer,Hong Kong BGE Limited,Sheung Wan,https://hk.jobsdb.com/hk/en/job/web-front-end-developer-100003009347432?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=142&jobId=jobsdb-hk-job-100003009347432
"C++ Market Making Developer / Engineer, Vice President",Morgan Stanley Asia Limited,None,https://hk.jobsdb.com/hk/en/job/c-market-making-developer-engineer-vice-president-100003009304423?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=143&jobId=jobsdb-hk-job-100003009304423
Valuation Control - VP (C++/ Python) | Tier 1 Investment Bank,Randstad Hong Kong Limited,None,https://hk.jobsdb.com/hk/en/job/valuation-control-vp-c-python-%7C-tier-1-investment-bank-100003009337115?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=144&jobId=jobsdb-hk-job-100003009337115
Web front end developer,Hong Kong BGE Limited,Sheung Wan,https://hk.jobsdb.com/hk/en/job/web-front-end-developer-100003009281816?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=145&jobId=jobsdb-hk-job-100003009281816
Technical Lead (HFT trading),AP Capital Investment (Hong Kong) Limited,None,https://hk.jobsdb.com/hk/en/job/technical-lead-hft-trading-100003009307501?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=146&jobId=jobsdb-hk-job-100003009307501
"Director, Structuring  - (2200011857)",Standard Chartered Bank (Hong Kong) Ltd,None,https://hk.jobsdb.com/hk/en/job/director-structuring-2200011857-100003009367851?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=147&jobId=jobsdb-hk-job-100003009367851
"Onsite with HSBC : Development engineer - Python (6m contract, upto 65K)",Manpower Services (Hong Kong) Limited,Central & Western Area,https://hk.jobsdb.com/hk/en/job/onsite-with-hsbc-%3A-development-engineer-python-6m-contract-upto-65k-100003009362061?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=148&jobId=jobsdb-hk-job-100003009362061
"C++ Developer, Electronic Market Making & Low Latency Trading, VP","JPMorgan Chase Bank, N.A.",None,https://hk.jobsdb.com/hk/en/job/c-developer-electronic-market-making-low-latency-trading-vp-100003009290077?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=149&jobId=jobsdb-hk-job-100003009290077
"Model Risk Governance and Review - Rates, Emerging Markets, FX and Commodities - Associate","JPMorgan Chase Bank, N.A.",None,https://hk.jobsdb.com/hk/en/job/model-risk-governance-and-review-rates-emerging-markets-fx-and-commodities-associate-100003009292356?token=0~4f5ce504-d079-484d-839f-28affd6f5767&sectionRank=150&jobId=jobsdb-hk-job-100003009292356
